id,year,month,day,hour,total_riders,casual,registered,under_25,age_2635,age_3645,age_4655,over_55,commute,leisure,reason_na,employed,unemployed,student,na_employed
14051,2012,8,13,15,274,80,194,104,65,34,47,24,213,6,55,40,50,130,54
14052,2012,8,13,16,464,116,348,288,125,7,7,37,389,28,47,84,2,377,1
14053,2012,8,13,17,818,102,716,605,95,19,12,87,752,3,63,12,9,795,2
14054,2012,8,13,18,812,103,709,599,162,28,2,21,753,22,37,7,4,801,0
14055,2012,8,13,19,555,88,467,410,71,1,17,56,384,49,122,6,13,522,14
14056,2012,8,13,20,432,58,374,283,113,14,0,22,14,67,351,20,20,382,10
14057,2012,8,13,21,290,44,246,108,60,111,11,0,197,16,77,113,4,170,3
14058,2012,8,13,22,192,44,148,148,33,2,9,0,41,60,91,109,3,77,3
14059,2012,8,13,23,128,28,100,47,58,21,2,0,71,2,55,1,0,127,0
14060,2012,8,14,0,60,12,48,30,17,9,4,0,37,0,23,12,1,44,3
14061,2012,8,14,1,27,8,19,14,10,2,1,0,9,5,13,2,1,19,5
14062,2012,8,14,2,11,2,9,5,3,0,3,0,5,2,4,0,0,7,4
14063,2012,8,14,3,3,0,3,2,1,0,0,0,1,0,2,0,1,2,0
14064,2012,8,14,4,5,0,5,4,0,0,1,0,4,0,1,0,0,5,0
14065,2012,8,14,5,36,1,35,12,10,1,13,0,30,1,5,0,1,34,1
14066,2012,8,14,6,64,1,63,47,7,7,3,0,13,4,47,20,7,37,0
14067,2012,8,14,7,179,1,178,83,33,5,32,26,178,0,1,16,31,124,8
14068,2012,8,14,8,618,27,591,363,96,21,94,44,441,63,114,74,132,390,22
14069,2012,8,14,9,402,48,354,160,193,7,15,27,339,25,38,23,34,306,39
14070,2012,8,14,10,208,53,155,120,69,9,0,10,34,33,141,28,17,123,40
14071,2012,8,14,11,196,69,127,94,62,7,17,16,125,7,64,54,2,135,5
14072,2012,8,14,12,300,93,207,196,67,5,13,19,154,18,128,23,15,261,1
14073,2012,8,14,13,286,83,203,148,73,17,5,43,246,13,27,3,1,281,1
14074,2012,8,14,14,255,80,175,92,93,20,33,17,84,31,140,76,0,178,1
14075,2012,8,14,15,283,84,199,174,65,11,8,25,95,41,147,94,2,171,16
14076,2012,8,14,16,458,95,363,265,69,2,67,55,353,24,81,57,19,337,45
14077,2012,8,14,17,812,78,734,458,167,1,57,129,741,17,54,190,57,547,18
14078,2012,8,14,18,854,97,757,473,157,18,54,152,617,53,184,8,237,606,3
14079,2012,8,14,19,627,94,533,359,182,15,15,56,229,140,258,285,20,314,8
14080,2012,8,14,20,436,65,371,214,138,11,52,21,32,104,300,123,39,261,13
14081,2012,8,14,21,308,56,252,100,118,87,3,0,145,46,117,9,16,281,2
14082,2012,8,14,22,189,28,161,106,60,10,13,0,130,8,51,26,13,130,20
14083,2012,8,14,23,167,53,114,53,38,64,12,0,161,2,4,81,8,78,0
14084,2012,8,15,0,60,8,52,44,10,2,4,0,15,15,30,23,1,33,3
14085,2012,8,15,1,37,6,31,13,16,7,1,0,3,0,34,2,0,35,0
14086,2012,8,15,2,8,1,7,4,1,1,2,0,1,2,5,1,0,7,0
14087,2012,8,15,3,11,1,10,4,5,2,0,0,1,4,6,3,2,6,0
14088,2012,8,15,4,4,0,4,1,2,0,1,0,4,0,0,1,0,3,0
14089,2012,8,15,5,39,4,35,18,10,8,3,0,25,1,13,3,0,35,1
14090,2012,8,15,6,172,12,160,93,61,16,2,0,96,5,71,34,9,109,20
14091,2012,8,15,7,492,25,467,185,135,23,62,87,423,19,50,125,13,263,91
14092,2012,8,15,8,682,40,642,532,55,6,21,68,661,4,17,6,156,449,71
14093,2012,8,15,9,367,57,310,222,77,12,3,53,359,2,6,53,25,288,1
14094,2012,8,15,10,233,70,163,128,45,24,4,32,173,1,59,85,24,116,8
14095,2012,8,15,11,235,80,155,156,54,8,5,12,14,33,188,1,18,208,8
14096,2012,8,15,12,307,77,230,244,44,1,3,15,222,16,69,68,19,186,34
14097,2012,8,15,13,294,88,206,207,60,12,2,13,217,9,68,56,22,201,15
14098,2012,8,15,14,255,94,161,196,18,12,19,10,198,16,41,99,24,130,2
14099,2012,8,15,15,266,70,196,107,106,11,25,17,135,36,95,86,3,164,13
14100,2012,8,15,16,431,91,340,302,69,9,7,44,381,13,37,6,12,366,47
14101,2012,8,15,17,851,102,749,463,208,19,58,103,757,32,62,27,130,669,25
14102,2012,8,15,18,848,80,768,396,146,55,140,111,621,8,219,166,28,651,3
14103,2012,8,15,19,649,124,525,337,170,12,70,60,334,51,264,243,8,336,62
14104,2012,8,15,20,427,72,355,161,183,55,8,20,222,49,156,27,182,211,7
14105,2012,8,15,21,315,49,266,188,73,27,27,0,264,8,43,27,1,282,5
14106,2012,8,15,22,226,29,197,175,29,12,10,0,84,49,93,3,24,190,9
14107,2012,8,15,23,138,18,120,102,23,7,6,0,77,7,54,34,3,78,23
14108,2012,8,16,0,76,13,63,42,23,3,8,0,7,13,56,12,0,63,1
14109,2012,8,16,1,21,3,18,15,2,2,2,0,14,1,6,2,7,9,3
14110,2012,8,16,2,15,0,15,10,3,2,0,0,1,3,11,5,2,7,1
14111,2012,8,16,3,4,0,4,3,1,0,0,0,2,0,2,1,1,2,0
14112,2012,8,16,4,5,2,3,2,2,1,0,0,1,1,3,1,0,3,1
14113,2012,8,16,5,37,7,30,22,5,4,6,0,1,9,27,4,2,29,2
14114,2012,8,16,6,165,3,162,112,36,15,2,0,72,4,89,19,2,143,1
14115,2012,8,16,7,464,16,448,317,46,9,29,63,415,19,30,59,57,223,125
14116,2012,8,16,8,682,33,649,231,324,10,77,40,508,21,153,127,13,410,132
14117,2012,8,16,9,337,41,296,247,29,10,8,43,315,3,19,4,21,300,12
14118,2012,8,16,10,199,78,121,62,69,9,13,46,15,43,141,51,11,137,0
14119,2012,8,16,11,274,83,191,143,75,31,8,17,211,5,58,31,16,173,54
14120,2012,8,16,12,343,96,247,152,127,9,16,39,55,65,223,54,2,141,146
14121,2012,8,16,13,300,81,219,170,46,8,24,52,17,83,200,5,2,239,54
14122,2012,8,16,14,248,72,176,76,96,6,20,50,246,0,2,7,42,197,2
14123,2012,8,16,15,260,63,197,101,56,16,58,29,171,25,64,11,16,224,9
14124,2012,8,16,16,419,79,340,247,136,10,7,19,369,17,33,58,27,314,20
14125,2012,8,16,17,897,130,767,323,377,76,30,91,739,56,102,172,149,474,102
14126,2012,8,16,18,832,109,723,325,316,60,15,116,747,29,56,42,59,697,34
14127,2012,8,16,19,677,119,558,210,252,71,62,82,137,96,444,102,3,529,43
14128,2012,8,16,20,514,100,414,197,232,19,44,22,194,1,319,170,4,325,15
14129,2012,8,16,21,356,83,273,264,69,8,15,0,42,29,285,41,20,261,34
14130,2012,8,16,22,254,69,185,122,92,15,25,0,236,2,16,70,10,139,35
14131,2012,8,16,23,226,58,168,149,33,16,28,0,27,1,198,4,14,205,3
14132,2012,8,17,0,88,21,67,64,11,3,10,0,65,7,16,8,28,40,12
14133,2012,8,17,1,54,16,38,18,17,16,3,0,31,7,16,5,1,46,2
14134,2012,8,17,2,19,4,15,6,7,5,1,0,17,0,2,2,1,14,2
14135,2012,8,17,3,6,0,6,2,3,0,1,0,6,0,0,0,0,6,0
14136,2012,8,17,4,9,0,9,6,2,1,0,0,3,2,4,1,0,8,0
14137,2012,8,17,5,36,2,34,11,15,6,4,0,12,8,16,2,9,20,5
14138,2012,8,17,6,157,6,151,59,53,15,30,0,114,9,34,47,3,104,3
14139,2012,8,17,7,379,11,368,274,51,17,13,24,277,21,81,6,0,373,0
14140,2012,8,17,8,668,43,625,240,319,16,14,79,555,40,73,275,30,340,23
14141,2012,8,17,9,378,58,320,250,98,9,12,9,337,16,25,29,24,299,26
14142,2012,8,17,10,231,82,149,85,85,9,20,32,92,16,123,2,13,155,61
14143,2012,8,17,11,303,98,205,174,44,7,50,28,240,22,41,57,0,238,8
14144,2012,8,17,12,365,110,255,184,136,1,31,13,221,41,103,12,1,346,6
14145,2012,8,17,13,357,103,254,122,130,40,42,23,311,7,39,18,43,247,49
14146,2012,8,17,14,328,128,200,257,30,4,4,33,38,63,227,52,76,163,37
14147,2012,8,17,15,383,127,256,213,81,15,14,60,345,7,31,110,77,191,5
14148,2012,8,17,16,488,116,372,331,63,36,16,42,404,11,73,32,225,217,14
14149,2012,8,17,17,791,144,647,436,231,15,34,75,604,6,181,20,144,415,212
14150,2012,8,17,18,669,108,561,371,156,74,3,65,548,29,92,248,46,331,44
14151,2012,8,17,19,491,88,403,182,242,1,20,46,321,39,131,20,6,449,16
14152,2012,8,17,20,359,97,262,197,92,1,26,43,166,28,165,13,7,338,1
14153,2012,8,17,21,255,57,198,119,52,73,11,0,75,44,136,4,2,248,1
14154,2012,8,17,22,213,43,170,86,59,33,35,0,100,41,72,47,9,146,11
14155,2012,8,17,23,121,21,100,49,41,31,0,0,10,33,78,5,7,108,1
14156,2012,8,18,0,105,6,99,72,20,12,1,0,49,48,8,0,35,50,20
14157,2012,8,18,1,92,14,78,73,13,6,0,0,43,39,10,22,18,46,6
14158,2012,8,18,2,43,4,39,22,8,8,5,0,33,1,9,0,4,39,0
14159,2012,8,18,3,30,7,23,22,3,3,2,0,26,0,4,17,0,13,0
14160,2012,8,18,4,13,5,8,5,5,0,3,0,0,3,10,5,0,8,0
14161,2012,8,18,5,9,2,7,5,3,0,1,0,3,3,3,0,0,9,0
14162,2012,8,18,6,27,4,23,11,7,7,2,0,0,9,18,0,3,22,2
14163,2012,8,18,7,64,12,52,48,6,3,4,3,26,3,35,10,6,48,0
14164,2012,8,18,8,189,28,161,139,27,11,1,11,136,50,3,22,2,137,28
14165,2012,8,18,9,292,81,211,214,37,9,7,25,281,4,7,100,18,149,25
14166,2012,8,18,10,480,166,314,362,49,10,9,50,48,5,427,22,53,298,107
14167,2012,8,18,11,536,180,356,364,119,26,3,24,94,332,110,33,13,477,13
14168,2012,8,18,12,654,266,388,201,215,37,112,89,589,31,34,191,4,388,71
14169,2012,8,18,13,644,289,355,206,151,116,12,159,634,1,9,18,70,490,66
14170,2012,8,18,14,598,242,356,466,89,2,8,33,248,171,179,64,94,417,23
14171,2012,8,18,15,596,250,346,258,170,71,51,46,247,250,99,0,0,596,0
14172,2012,8,18,16,641,287,354,458,88,48,16,31,623,8,10,93,9,526,13
14173,2012,8,18,17,635,256,379,257,176,21,41,140,492,35,108,175,72,328,60
14174,2012,8,18,18,554,225,329,262,182,37,9,64,525,28,1,61,1,480,12
14175,2012,8,18,19,488,164,324,284,101,2,79,22,455,7,26,76,56,354,2
14176,2012,8,18,20,341,99,242,268,32,10,22,9,52,147,142,43,61,172,65
14177,2012,8,18,21,338,90,248,193,69,10,66,0,175,62,101,119,34,182,3
14178,2012,8,18,22,261,90,171,197,37,25,2,0,90,59,112,108,4,145,4
14179,2012,8,18,23,235,60,175,109,50,51,25,0,109,66,60,100,2,129,4
14180,2012,8,19,0,187,44,143,89,72,20,6,0,150,15,22,30,59,76,22
14181,2012,8,19,1,131,29,102,42,39,37,13,0,45,77,9,37,0,93,1
14182,2012,8,19,2,119,16,103,49,50,19,1,0,13,51,55,6,5,107,1
14183,2012,8,19,3,55,21,34,29,21,3,2,0,21,14,20,11,15,24,5
14184,2012,8,19,4,26,4,22,11,6,0,9,0,24,0,2,0,0,26,0
14185,2012,8,19,5,11,3,8,8,1,0,2,0,9,1,1,1,3,5,2
14186,2012,8,19,6,20,5,15,11,5,3,1,0,16,4,0,1,0,19,0
14187,2012,8,19,7,41,12,29,22,11,1,4,3,21,13,7,3,6,30,2
14188,2012,8,19,8,124,34,90,63,27,9,3,22,97,1,26,23,0,101,0
14189,2012,8,19,9,270,86,184,137,60,28,19,26,219,27,24,3,11,245,11
14190,2012,8,19,10,425,138,287,225,112,29,31,28,227,122,76,51,188,179,7
14191,2012,8,19,11,272,83,189,192,29,7,11,33,246,25,1,9,51,169,43
14192,2012,8,19,12,298,112,186,201,50,26,5,16,244,20,34,9,33,139,117
14193,2012,8,19,13,162,50,112,124,23,7,4,4,89,36,37,34,24,101,3
14194,2012,8,19,14,149,41,108,85,27,5,15,17,13,11,125,5,8,131,5
14195,2012,8,19,15,276,89,187,123,116,16,10,11,128,74,74,10,3,261,2
14196,2012,8,19,16,356,97,259,201,87,5,46,17,345,6,5,25,1,329,1
14197,2012,8,19,17,343,76,267,253,30,17,19,24,312,8,23,3,119,185,36
14198,2012,8,19,18,377,86,291,214,92,8,14,49,293,58,26,183,8,184,2
14199,2012,8,19,19,341,72,269,234,47,11,6,43,7,79,255,70,68,178,25
14200,2012,8,19,20,274,61,213,181,42,19,8,24,104,92,78,10,27,230,7
14201,2012,8,19,21,190,36,154,70,54,10,56,0,181,1,8,52,3,79,56
14202,2012,8,19,22,56,6,50,26,21,8,1,0,1,51,4,8,0,47,1
14203,2012,8,19,23,46,7,39,20,10,1,15,0,37,9,0,3,0,32,11
14204,2012,8,20,0,26,1,25,13,6,2,5,0,2,4,20,0,2,16,8
14205,2012,8,20,1,10,0,10,8,1,0,1,0,2,0,8,4,0,5,1
14206,2012,8,20,2,5,0,5,4,1,0,0,0,3,1,1,0,0,4,1
14207,2012,8,20,3,3,0,3,2,0,0,1,0,1,1,1,1,0,2,0
14208,2012,8,20,4,7,0,7,5,1,0,1,0,7,0,0,2,0,5,0
14209,2012,8,20,5,37,2,35,14,8,11,4,0,17,1,19,7,9,17,4
14210,2012,8,20,6,161,6,155,81,35,11,34,0,34,40,87,55,8,76,22
14211,2012,8,20,7,442,15,427,241,75,60,19,47,418,3,21,21,29,304,88
14212,2012,8,20,8,655,37,618,223,251,97,34,50,516,53,86,13,55,558,29
14213,2012,8,20,9,357,55,302,277,57,4,5,14,257,5,95,9,7,324,17
14214,2012,8,20,10,193,69,124,93,72,6,16,6,72,25,96,62,1,124,6
14215,2012,8,20,11,241,90,151,170,25,8,5,33,63,40,138,14,0,203,24
14216,2012,8,20,12,282,66,216,133,62,40,28,19,68,4,210,9,20,133,120
14217,2012,8,20,13,291,97,194,200,51,14,7,19,132,61,98,59,0,232,0
14218,2012,8,20,14,275,87,188,104,136,6,1,28,256,7,12,53,64,114,44
14219,2012,8,20,15,309,102,207,184,93,1,22,9,254,19,36,76,3,202,28
14220,2012,8,20,16,460,103,357,334,62,22,9,33,396,3,61,101,0,260,99
14221,2012,8,20,17,893,83,810,420,142,231,15,85,722,65,106,17,76,485,315
14222,2012,8,20,18,815,89,726,554,204,5,35,17,627,28,160,159,90,543,23
14223,2012,8,20,19,299,33,266,129,110,9,4,47,72,9,218,89,10,200,0
14224,2012,8,20,20,261,30,231,84,80,56,18,23,2,76,183,52,18,166,25
14225,2012,8,20,21,245,26,219,83,85,31,46,0,63,64,118,20,4,190,31
14226,2012,8,20,22,161,25,136,111,22,16,12,0,22,3,136,43,0,116,2
14227,2012,8,20,23,102,10,92,49,23,17,13,0,45,11,46,27,4,59,12
14228,2012,8,21,0,59,7,52,39,14,4,2,0,53,1,5,3,0,55,1
14229,2012,8,21,1,33,11,22,19,10,3,1,0,23,2,8,2,0,22,9
14230,2012,8,21,2,8,1,7,3,3,1,1,0,3,1,4,0,0,8,0
14231,2012,8,21,3,3,0,3,2,1,0,0,0,1,0,2,0,1,2,0
14232,2012,8,21,4,4,0,4,3,0,1,0,0,1,1,2,0,0,3,1
14233,2012,8,21,5,34,4,30,21,7,2,4,0,12,3,19,5,1,25,3
14234,2012,8,21,6,169,5,164,120,27,9,13,0,115,10,44,24,15,128,2
14235,2012,8,21,7,519,19,500,408,86,11,0,14,399,31,89,120,69,294,36
14236,2012,8,21,8,723,27,696,313,235,110,12,53,576,17,130,23,21,651,28
14237,2012,8,21,9,328,47,281,155,112,12,21,28,275,9,44,108,16,186,18
14238,2012,8,21,10,178,58,120,84,29,12,19,34,40,43,95,39,29,106,4
14239,2012,8,21,11,256,61,195,198,40,1,3,14,207,7,42,61,59,111,25
14240,2012,8,21,12,305,79,226,128,111,18,22,26,235,15,55,125,21,131,28
14241,2012,8,21,13,331,76,255,184,96,10,6,35,309,5,17,25,0,304,2
14242,2012,8,21,14,302,110,192,137,84,18,10,53,246,17,39,1,8,255,38
14243,2012,8,21,15,302,76,226,192,62,24,7,17,195,31,76,69,4,166,63
14244,2012,8,21,16,467,109,358,143,104,41,78,101,425,16,26,123,34,284,26
14245,2012,8,21,17,878,92,786,629,167,36,11,35,673,66,139,14,11,850,3
14246,2012,8,21,18,625,93,532,263,119,0,87,156,571,7,47,0,0,624,1
14247,2012,8,21,19,476,56,420,207,123,18,18,110,453,6,17,177,4,291,4
14248,2012,8,21,20,358,62,296,277,51,7,9,14,292,18,48,42,77,192,47
14249,2012,8,21,21,280,41,239,92,132,29,27,0,133,53,94,93,18,160,9
14250,2012,8,21,22,232,24,208,76,52,90,14,0,186,1,45,35,0,193,4
14251,2012,8,21,23,136,23,113,85,21,27,3,0,2,42,92,10,34,84,8
14252,2012,8,22,0,55,9,46,24,13,6,12,0,42,1,12,20,1,32,2
14253,2012,8,22,1,21,1,20,10,4,6,1,0,7,3,11,7,0,12,2
14254,2012,8,22,2,17,7,10,10,5,1,1,0,3,4,10,1,0,15,1
14255,2012,8,22,3,7,0,7,6,1,0,0,0,1,2,4,1,1,3,2
14256,2012,8,22,4,8,1,7,3,4,0,1,0,3,2,3,0,1,7,0
14257,2012,8,22,5,40,2,38,21,10,3,6,0,25,5,10,2,0,38,0
14258,2012,8,22,6,187,12,175,146,13,18,10,0,17,56,114,36,21,82,48
14259,2012,8,22,7,553,16,537,186,111,43,54,159,423,44,86,69,4,448,32
14260,2012,8,22,8,740,37,703,522,97,20,15,86,539,13,188,46,0,691,3
14261,2012,8,22,9,376,41,335,217,115,2,12,30,286,29,61,6,2,362,6
14262,2012,8,22,10,225,66,159,106,72,2,21,24,20,14,191,12,26,94,93
14263,2012,8,22,11,267,71,196,172,62,11,9,13,131,14,122,5,49,194,19
14264,2012,8,22,12,312,59,253,246,20,3,9,34,154,58,100,17,2,277,16
14265,2012,8,22,13,316,74,242,176,56,13,32,39,119,24,173,13,23,257,23
14266,2012,8,22,14,266,82,184,81,119,3,19,44,80,46,140,61,18,177,10
14267,2012,8,22,15,316,94,222,219,43,8,33,13,60,31,225,12,22,260,22
14268,2012,8,22,16,460,102,358,269,142,5,34,10,455,1,4,109,43,201,107
14269,2012,8,22,17,783,72,711,414,255,31,30,53,708,12,63,8,5,743,27
14270,2012,8,22,18,683,91,592,500,141,14,3,25,581,26,76,36,12,603,32
14271,2012,8,22,19,580,56,524,403,138,18,5,16,283,65,232,74,125,317,64
14272,2012,8,22,20,391,59,332,296,68,9,8,10,115,39,237,77,4,167,143
14273,2012,8,22,21,351,60,291,250,44,45,12,0,83,78,190,96,22,219,14
14274,2012,8,22,22,281,55,226,114,117,14,36,0,207,2,72,4,5,264,8
14275,2012,8,22,23,140,27,113,56,27,44,13,0,65,14,61,79,2,59,0
14276,2012,8,23,0,60,9,51,39,15,6,0,0,17,10,33,17,2,32,9
14277,2012,8,23,1,25,10,15,17,6,2,0,0,18,0,7,2,0,22,1
14278,2012,8,23,2,20,9,11,9,5,2,4,0,3,6,11,8,2,8,2
14279,2012,8,23,3,9,3,6,6,2,1,0,0,1,3,5,4,0,5,0
14280,2012,8,23,4,6,0,6,2,2,1,1,0,6,0,0,0,0,5,1
14281,2012,8,23,5,37,1,36,18,15,2,2,0,36,0,1,2,0,35,0
14282,2012,8,23,6,192,14,178,150,25,4,13,0,26,52,114,6,50,99,37
14283,2012,8,23,7,481,18,463,254,163,39,7,18,357,36,88,16,0,454,11
14284,2012,8,23,8,707,45,662,551,66,2,21,67,647,19,41,43,1,663,0
14285,2012,8,23,9,412,58,354,171,87,62,48,44,315,33,64,81,6,283,42
14286,2012,8,23,10,233,76,157,130,58,11,16,18,179,13,41,7,5,209,12
14287,2012,8,23,11,278,86,192,176,69,13,3,17,80,48,150,8,13,248,9
14288,2012,8,23,12,332,97,235,249,66,1,6,10,258,17,57,37,30,246,19
14289,2012,8,23,13,346,93,253,213,50,2,42,39,52,91,203,110,12,215,9
14290,2012,8,23,14,305,114,191,161,69,25,7,43,214,11,80,109,17,124,55
14291,2012,8,23,15,305,104,201,131,89,13,8,64,105,62,138,4,8,274,19
14292,2012,8,23,16,465,121,344,157,216,6,33,53,434,2,29,186,13,227,39
14293,2012,8,23,17,820,111,709,324,266,113,60,57,688,50,82,101,248,415,56
14294,2012,8,23,18,941,130,811,373,410,73,31,54,917,4,20,138,60,734,9
14295,2012,8,23,19,633,96,537,484,67,8,51,23,273,54,306,19,34,431,149
14296,2012,8,23,20,474,70,404,245,158,21,0,50,249,44,181,136,58,273,7
14297,2012,8,23,21,329,53,276,211,46,41,31,0,139,39,151,50,28,208,43
14298,2012,8,23,22,198,21,177,133,47,16,2,0,35,42,121,16,5,167,10
14299,2012,8,23,23,157,24,133,124,14,15,4,0,43,25,89,7,8,137,5
14300,2012,8,24,0,111,27,84,74,28,5,4,0,51,24,36,2,1,108,0
14301,2012,8,24,1,42,5,37,24,14,4,0,0,38,1,3,8,11,21,2
14302,2012,8,24,2,16,1,15,9,4,1,2,0,0,5,11,0,7,8,1
14303,2012,8,24,3,8,2,6,6,1,1,0,0,7,0,1,1,1,6,0
14304,2012,8,24,4,8,2,6,3,2,2,1,0,1,1,6,2,0,6,0
14305,2012,8,24,5,38,1,37,13,11,2,12,0,30,2,6,4,10,19,5
14306,2012,8,24,6,151,9,142,104,18,2,27,0,11,36,104,10,7,125,9
14307,2012,8,24,7,425,13,412,272,84,1,19,49,420,0,5,1,0,423,1
14308,2012,8,24,8,744,41,703,530,136,36,14,28,624,46,74,18,75,516,135
14309,2012,8,24,9,389,58,331,299,56,3,22,9,320,11,58,53,33,299,4
14310,2012,8,24,10,262,78,184,113,80,22,9,38,15,31,216,21,63,167,11
14311,2012,8,24,11,281,69,212,223,19,1,7,31,18,4,259,14,9,246,12
14312,2012,8,24,12,371,95,276,263,63,24,6,15,30,135,206,30,7,277,57
14313,2012,8,24,13,351,79,272,142,111,26,11,61,255,12,84,35,13,250,53
14314,2012,8,24,14,338,109,229,110,110,36,52,30,145,53,140,16,10,185,127
14315,2012,8,24,15,350,99,251,250,42,10,22,26,19,15,316,193,0,157,0
14316,2012,8,24,16,515,101,414,311,118,22,23,41,489,2,24,31,7,473,4
14317,2012,8,24,17,812,117,695,396,217,70,6,123,574,35,203,48,8,634,122
14318,2012,8,24,18,736,109,627,587,82,10,14,43,646,22,68,369,8,345,14
14319,2012,8,24,19,536,106,430,259,87,37,92,61,69,73,394,37,13,275,211
14320,2012,8,24,20,363,66,297,267,35,0,18,43,288,3,72,24,23,248,68
14321,2012,8,24,21,306,58,248,97,156,29,24,0,257,16,33,83,3,217,3
14322,2012,8,24,22,251,42,209,152,72,16,11,0,38,75,138,30,46,175,0
14323,2012,8,24,23,178,38,140,94,60,11,13,0,115,1,62,66,1,108,3
14324,2012,8,25,0,135,21,114,62,41,13,19,0,25,27,83,45,16,63,11
14325,2012,8,25,1,115,15,100,70,24,5,16,0,54,21,40,38,14,49,14
14326,2012,8,25,2,79,18,61,37,26,5,11,0,68,4,7,1,0,78,0
14327,2012,8,25,3,38,7,31,26,8,2,2,0,27,0,11,5,1,32,0
14328,2012,8,25,4,12,3,9,6,5,1,0,0,10,2,0,3,1,7,1
14329,2012,8,25,5,14,4,10,7,3,0,4,0,3,2,9,2,0,10,2
14330,2012,8,25,6,30,5,25,9,7,0,14,0,17,5,8,4,2,24,0
14331,2012,8,25,7,102,14,88,32,54,3,4,9,96,6,0,23,0,74,5
14332,2012,8,25,8,162,29,133,124,30,1,5,2,151,7,4,46,2,114,0
14333,2012,8,25,9,288,60,228,222,22,4,13,27,236,44,8,4,1,280,3
14334,2012,8,25,10,442,148,294,293,71,21,9,48,49,357,36,65,28,328,21
14335,2012,8,25,11,457,143,314,157,230,5,10,55,211,82,164,6,39,405,7
14336,2012,8,25,12,584,217,367,175,254,14,90,51,526,4,54,60,36,343,145
14337,2012,8,25,13,517,186,331,220,128,7,30,132,409,94,14,204,11,294,8
14338,2012,8,25,14,482,150,332,174,130,29,37,112,86,261,135,137,76,260,9
14339,2012,8,25,15,233,79,154,156,33,4,5,35,122,31,80,47,63,119,4
14340,2012,8,25,16,434,174,260,232,104,14,9,75,411,12,11,176,18,235,5
14341,2012,8,25,17,403,132,271,322,29,14,17,21,372,15,16,190,1,211,1
14342,2012,8,25,18,383,122,261,306,41,11,14,11,313,68,2,1,16,337,29
14343,2012,8,25,19,354,97,257,138,95,66,12,43,284,24,46,82,34,235,3
14344,2012,8,25,20,241,65,176,76,64,8,71,22,63,65,113,5,16,141,79
14345,2012,8,25,21,208,60,148,155,42,0,11,0,142,60,6,15,8,160,25
14346,2012,8,25,22,182,46,136,94,52,19,17,0,40,58,84,22,13,135,12
14347,2012,8,25,23,158,34,124,60,69,23,6,0,38,70,50,26,0,132,0
14348,2012,8,26,0,134,23,111,67,51,3,13,0,87,21,26,24,10,92,8
14349,2012,8,26,1,134,18,116,93,26,10,5,0,115,1,18,16,13,79,26
14350,2012,8,26,2,116,12,104,64,27,14,11,0,51,60,5,31,6,76,3
14351,2012,8,26,3,53,11,42,27,17,4,5,0,31,1,21,5,9,37,2
14352,2012,8,26,4,16,5,11,13,2,0,1,0,3,1,12,1,0,15,0
14353,2012,8,26,5,16,3,13,5,6,3,2,0,12,2,2,4,0,11,1
14354,2012,8,26,6,21,5,16,8,10,1,2,0,10,11,0,3,1,12,5
14355,2012,8,26,7,34,11,23,13,10,2,2,7,26,4,4,5,4,18,7
14356,2012,8,26,8,133,21,112,74,34,1,7,17,96,12,25,15,1,113,4
14357,2012,8,26,9,263,67,196,163,32,44,4,20,258,2,3,32,10,220,1
14358,2012,8,26,10,385,127,258,231,46,75,4,29,90,261,34,66,1,316,2
14359,2012,8,26,11,482,150,332,206,219,17,9,31,293,35,154,179,64,228,11
14360,2012,8,26,12,626,225,401,188,162,29,64,183,222,258,146,217,74,305,30
14361,2012,8,26,13,541,166,375,380,57,23,55,26,370,133,38,36,22,449,34
14362,2012,8,26,14,377,125,252,155,168,36,0,18,334,24,19,117,0,238,22
14363,2012,8,26,15,391,132,259,295,50,15,1,30,159,5,227,83,20,197,91
14364,2012,8,26,16,173,57,116,136,16,4,5,12,139,9,25,44,5,124,0
14365,2012,8,26,17,233,61,172,179,38,3,1,12,221,10,2,46,38,145,4
14366,2012,8,26,18,264,77,187,130,97,3,25,9,210,35,19,13,4,223,24
14367,2012,8,26,19,292,80,212,91,130,30,0,41,243,27,22,35,20,163,74
14368,2012,8,26,20,211,40,171,129,35,6,31,10,25,140,46,32,32,145,2
14369,2012,8,26,21,166,26,140,55,74,20,17,0,22,33,111,52,5,108,1
14370,2012,8,26,22,114,20,94,68,28,7,11,0,29,33,52,5,15,88,6
14371,2012,8,26,23,80,21,59,53,16,8,3,0,37,12,31,14,19,36,11
14372,2012,8,27,0,32,4,28,15,10,0,7,0,10,6,16,7,0,25,0
14373,2012,8,27,1,7,3,4,5,1,1,0,0,5,0,2,1,3,3,0
14374,2012,8,27,2,8,0,8,5,2,1,0,0,5,1,2,3,1,4,0
14375,2012,8,27,3,4,1,3,1,2,0,1,0,4,0,0,2,0,2,0
14376,2012,8,27,4,12,1,11,4,4,1,3,0,10,1,1,0,0,12,0
14377,2012,8,27,5,36,4,32,20,10,5,1,0,24,5,7,2,0,33,1
14378,2012,8,27,6,145,4,141,74,41,1,29,0,13,29,103,22,30,73,20
14379,2012,8,27,7,433,15,418,222,152,13,6,40,334,15,84,45,6,355,27
14380,2012,8,27,8,699,29,670,297,319,39,2,42,559,2,138,22,1,670,6
14381,2012,8,27,9,342,40,302,243,79,14,0,6,317,6,19,129,46,155,12
